NAME	TITLE	SCORE	
IGFL4	IGF like family member 4 [Source:HGNC Symbol;Acc:HGNC:32931]	0.025895048	
LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]	0.025822558	
SLC16A3	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	0.025669977	
POLE2	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]	0.025655286	
SRP68	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	0.02563905	
PLAU	plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]	0.025573565	
OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	0.025548428	
EML5	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	0.025505785	
BMP8A	bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650]	0.025480904	
CCDC174	coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]	0.025460284	
GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	0.025446044	
ILDR2	immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]	0.025299262	
SLC22A13	solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]	0.02525105	
TAF12	TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]	0.02521843	
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	0.025160488	
SP4	Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]	0.025152082	
PLA2G3	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]	0.025115257	
DR1	down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]	0.025088836	
CD37	CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]	0.025068434	
SCRIB	scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]	0.025049902	
CREBRF	CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]	0.025016898	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	0.02497021	
ARHGAP11A	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]	0.024863753	
BRAT1	BRCA1 associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]	0.024815826	
COPB1	COPI coat complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	0.024748122	
PXDC1	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	0.024733325	
BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]	0.024713974	
DENND1B	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]	0.024685778	
NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]	0.024557294	
KNL1	kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]	0.024518425	
ABHD16A	abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]	0.024445157	
PSENEN	presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]	0.02438005	
HDDC2	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]	0.02436327	
SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	0.024320478	
RGS20	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]	0.02423572	
PDCD6IP	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]	0.0242227	
MTIF3	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]	0.024184883	
CREB3L1	cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]	0.024105918	
SMO	smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]	0.024064442	
TCOF1	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]	0.024048837	
OPA1	OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]	0.02392478	
TADA2A	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]	0.023895144	
EXO1	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]	0.023803169	
WDR37	WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]	0.023763973	
CCDC47	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]	0.023741435	
GRSF1	G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]	0.023721354	
ARRB1	arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]	0.023417495	
ITGB8	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	0.02339518	
ASF1A	anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]	0.023368575	
ARF4	ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]	0.023367362	
ANKRD49	ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970]	0.023303865	
TBC1D15	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]	0.023282982	
FEM1C	fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]	0.02327582	
TIMM21	translocase of inner mitochondrial membrane 21 [Source:HGNC Symbol;Acc:HGNC:25010]	0.023198571	
SEC61A1	SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]	0.02318789	
CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	0.023156269	
EXTL2	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	0.02308146	
LBR	lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]	0.022976784	
MRPL16	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]	0.022940414	
MRPS27	mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]	0.022922076	
IDH2	isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]	0.022921631	
DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]	0.02291599	
DSE	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]	0.022866717	
GNLY	granulysin [Source:HGNC Symbol;Acc:HGNC:4414]	0.022647968	
BMS1	BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]	0.022593014	
CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]	0.022583997	
PARS2	prolyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30563]	0.022543449	
LZTS3	leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]	0.022438267	
NRXN1	neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]	0.022381833	
CHRNA1	cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]	0.022343686	
ITPR3	inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]	0.022018665	
EFCAB14	EF-hand calcium binding domain 14 [Source:HGNC Symbol;Acc:HGNC:29051]	0.02201289	
SLC35C2	solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]	0.021893177	
COA8	cytochrome c oxidase assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:20492]	0.021792386	
SOWAHA	sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033]	0.021707369	
PTPRK	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	0.02168492	
C2CD6	C2 calcium dependent domain containing 6 [Source:HGNC Symbol;Acc:HGNC:14438]	0.021612005	
INTS6	integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]	0.021593764	
DLK2	delta like non-canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:21113]	0.02152943	
ATP5MC1	ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]	0.02147458	
TAFA1	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]	0.021441016	
GK	glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]	0.021400837	
CHMP2A	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]	0.021374552	
FLOT2	flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]	0.021373691	
PLRG1	pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]	0.021341814	
ZC3H13	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]	0.02132309	
RAB11FIP5	RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]	0.021295771	
DDX60L	DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]	0.021280235	
SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]	0.021230884	
CFAP97D1	CFAP97 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37241]	0.02119008	
COMMD4	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]	0.021144934	
NT5C	5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]	0.021114033	
USP13	ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]	0.021096157	
PUS7	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]	0.021095665	
SEZ6	seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]	0.02106459	
SHOX2	SHOX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]	0.021057883	
DPF2	double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]	0.020992495	
CRYL1	crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]	0.020947468	
SOWAHC	sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]	0.020943463	
STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	0.02090091	
FIG4	FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]	0.020863501	
ADI1	acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]	0.020858148	
CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]	0.02082841	
HOXD9	homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140]	0.020750167	
CPTP	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]	0.020742305	
PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	0.020678729	
EMC7	ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]	0.020632545	
LIMK2	LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]	0.020613857	
DDX3Y	DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]	0.020579815	
VBP1	VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]	0.020492183	
FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]	0.020485217	
EAPP	E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]	0.020434394	
BAG6	BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]	0.020426365	
GATD3	glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]	0.020204555	
BANF1	barrier to autointegration nuclear assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]	0.02020057	
TMF1	TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]	0.020070406	
ATG7	autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]	0.020048102	
DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]	0.020011455	
CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]	0.019986222	
DLG3	discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]	0.019853178	
FAM98C	family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]	0.019837018	
VEGFB	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]	0.019832883	
PTPRH	protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]	0.019800613	
MACROH2A1	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]	0.019792581	
CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	0.019769395	
PCYOX1L	prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477]	0.019661594	
FAXDC2	fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]	0.019481786	
USP15	ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]	0.019254593	
POLA1	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]	0.019240461	
PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	0.019087289	
ACD	ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]	0.019082392	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	0.01907699	
MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]	0.019057404	
ECE2	endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]	0.019055605	
POLR3B	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]	0.018901758	
NR2C2	nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]	0.018773774	
CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]	0.018733561	
LSM8	LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]	0.018725462	
POLR2I	RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]	0.018685604	
MAN1A2	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]	0.018677685	
MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:946]	0.018660504	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	0.018637272	
CARMIL1	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	0.01860662	
STX5	syntaxin 5 [Source:HGNC Symbol;Acc:HGNC:11440]	0.018486412	
MOB2	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	0.018429484	
SLC38A10	solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]	0.018356811	
MTARC2	mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]	0.018330077	
TTC17	tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]	0.018321821	
PYGB	glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]	0.018321466	
LEPROT	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]	0.01828778	
CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]	0.018272543	
PCDHB15	protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]	0.018241107	
CCNK	cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]	0.018065346	
COX14	cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]	0.017928205	
CCDC188	coiled-coil domain containing 188 [Source:HGNC Symbol;Acc:HGNC:51899]	0.017894331	
ROBO4	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]	0.017885605	
KCTD1	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]	0.017866332	
ZNF322	zinc finger protein 322 [Source:HGNC Symbol;Acc:HGNC:23640]	0.017808523	
PRKD3	protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]	0.0177848	
CDK13	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]	0.017725054	
TFAP2E	transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]	0.01771226	
ZSWIM5	zinc finger SWIM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:29299]	0.017593801	
MRPL44	mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]	0.017589452	
EIF2A	eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254]	0.017554287	
GABRE	gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]	0.017537162	
PMFBP1	polyamine modulated factor 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17728]	0.017437115	
MTF2	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]	0.017339032	
RERE	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]	0.017297367	
FAM131B	family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]	0.017218003	
FAM168A	family with sequence similarity 168 member A [Source:HGNC Symbol;Acc:HGNC:28999]	0.017213553	
MFSD3	major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]	0.017140012	
RPRML	reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]	0.017114198	
ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]	0.017102465	
SNAP25	synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]	0.016997483	
CHST12	carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]	0.016921949	
ROPN1B	rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]	0.01688897	
TTF1	transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397]	0.016878117	
ZKSCAN3	zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]	0.01687445	
NEXN	nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]	0.01684908	
DBR1	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]	0.016847743	
TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]	0.016739462	
RFXAP	regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988]	0.016724888	
RBPMS2	RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]	0.01669314	
PDS5A	PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]	0.016663007	
DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]	0.016596202	
NBPF11	NBPF member 11 [Source:HGNC Symbol;Acc:HGNC:31993]	0.016537495	
AOC2	amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]	0.016505288	
HMBS	hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]	0.016502615	
SLC5A12	solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750]	0.016464055	
ZNF19	zinc finger protein 19 [Source:HGNC Symbol;Acc:HGNC:12981]	0.016449964	
GPR37L1	G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:HGNC:14923]	0.01637767	
NRL	neural retina leucine zipper [Source:HGNC Symbol;Acc:HGNC:8002]	0.016274104	
GIN1	gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]	0.016254338	
GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	0.016148327	
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	0.016097488	
RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]	0.015979297	
CDK14	cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]	0.01596621	
HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]	0.015893482	
ERFE	erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]	0.015862249	
POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	0.015751475	
SLC4A4	solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]	0.015644107	
TMEM258	transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]	0.015631963	
CEBPZ	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	0.015580733	
DDX56	DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]	0.015548292	
DTL	denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]	0.015538922	
DNAJC21	DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]	0.0155253615	
STIMATE-MUSTN1	STIMATE-MUSTN1 readthrough [Source:HGNC Symbol;Acc:HGNC:38834]	0.015484475	
TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]	0.015443172	
FOXA3	forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]	0.015432854	
CHTF18	chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]	0.015344025	
BSDC1	BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]	0.015320345	
ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]	0.0153186945	
ESR1	estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]	0.01529977	
MAPK1	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	0.015276462	
VSIG10L2	V-set and immunoglobulin domain containing 10 like 2 [Source:HGNC Symbol;Acc:HGNC:27879]	0.015269666	
ZWINT	ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]	0.015221144	
ERICH6	glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602]	0.01519224	
CAGE1	cancer antigen 1 [Source:HGNC Symbol;Acc:HGNC:21622]	0.015166848	
ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]	0.0151477605	
ZFAND2B	zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]	0.015100116	
PECAM1	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	0.014996588	
DCK	deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]	0.014930673	
ZNF138	zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]	0.014879065	
LIX1	limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581]	0.014824081	
C1orf74	chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:26319]	0.014819567	
ESAM	endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]	0.014727945	
FBXO38	F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]	0.014662776	
PSG1	pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]	0.014541531	
COA5	cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]	0.01443027	
USP45	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]	0.014251347	
FBXO30	F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600]	0.014248292	
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]	0.014209814	
SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]	0.01393916	
SNAPC3	small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136]	0.013906037	
RETSAT	retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]	0.013896008	
RDH11	retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]	0.013892987	
ZFP82	ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]	0.013875996	
ATG12	autophagy related 12 [Source:HGNC Symbol;Acc:HGNC:588]	0.013746569	
CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]	0.01368107	
SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]	0.013675379	
KLHL26	kelch like family member 26 [Source:HGNC Symbol;Acc:HGNC:25623]	0.013561194	
HAUS8	HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]	0.013443316	
BCORL1	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	0.013289119	
FBXW9	F-box and WD repeat domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28136]	0.01324183	
GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]	0.0132137695	
MSTN	myostatin [Source:HGNC Symbol;Acc:HGNC:4223]	0.013191024	
TSLP	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]	0.013179533	
OTUD4	OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]	0.012936754	
LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042]	0.012934743	
C2orf76	chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017]	0.012890776	
SMAD5	SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]	0.012817829	
SIGMAR1	sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]	0.012764391	
IFIT1	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	0.012680775	
MPLKIP	M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002]	0.0126781175	
SSRP1	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]	0.012661897	
ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:19160]	0.012625902	
CPNE3	copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]	0.012502478	
TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	0.012459927	
NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]	0.012348293	
TRDMT1	tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]	0.012280448	
GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]	0.012271585	
