NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HP_ABNORMAL_URINARY_NUCLEOBASE_CONCENTRATION	12		Rejected!	
HP_ABNORMAL_URINARY_ORGANIC_COMPOUND_LEVEL	67	49		
HP_ABNORMAL_URINARY_PURINE_LEVEL	8		Rejected!	
HP_ABNORMAL_URINE_ALPHA_KETOGLUTARATE_CONCENTRATION	14		Rejected!	
HP_ABNORMAL_URINE_AMINO_ACID_LEVEL	135	114		
HP_ABNORMAL_URINE_CARBOHYDRATE_LEVEL	41	33		
HP_ABNORMAL_URINE_CARBOXYLIC_ACID_LEVEL	134	121		
HP_ABNORMAL_URINE_HORMONE_LEVEL	19		Rejected!	
HP_ABNORMAL_URINE_MAGNESIUM_CONCENTRATION	9		Rejected!	
HP_ABNORMAL_URINE_METABOLITE_LEVEL	615		Rejected!	
HP_ABNORMAL_URINE_PH	151	133		
HP_ABNORMAL_URINE_PHOSPHATE_CONCENTRATION	33	21		
HP_ABNORMAL_URINE_POTASSIUM_CONCENTRATION	18		Rejected!	
HP_ABNORMAL_URINE_PROTEIN_LEVEL	268	210		
HP_ABNORMAL_URINE_SODIUM_CONCENTRATION	18		Rejected!	
HP_ABNORMAL_UTERINE_CERVIX_MORPHOLOGY	13		Rejected!	
HP_ABNORMAL_UTERUS_MORPHOLOGY	155	121		
HP_ABNORMAL_UVEA_MORPHOLOGY	607		Rejected!	
HP_ABNORMAL_UVULA_MORPHOLOGY	201	175		
HP_ABNORMAL_U_WAVE	5		Rejected!	
HP_ABNORMAL_VAGINA_MORPHOLOGY	129	117		
HP_ABNORMAL_VASCULAR_MORPHOLOGY	1175		Rejected!	
HP_ABNORMAL_VASCULAR_PHYSIOLOGY	351	274		
HP_ABNORMAL_VAS_DEFERENS_MORPHOLOGY	22	15		
HP_ABNORMAL_VENA_CAVA_MORPHOLOGY	86	73		
HP_ABNORMAL_VENOUS_MORPHOLOGY	162	138		
HP_ABNORMAL_VENTRICULAR_AXIS	5		Rejected!	
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY	526	471		
HP_ABNORMAL_VERTEBRAL_MORPHOLOGY	487	436		
HP_ABNORMAL_VERTEBRAL_SEGMENTATION_AND_FUSION	11		Rejected!	
HP_ABNORMAL_VESTIBULAR_FUNCTION	216	168		
HP_ABNORMAL_VESTIBULOCOCHLEAR_NERVE_MORPHOLOGY	13		Rejected!	
HP_ABNORMAL_VESTIBULO_OCULAR_REFLEX	8		Rejected!	
HP_ABNORMAL_VISUAL_ELECTROPHYSIOLOGY	275	238		
HP_ABNORMAL_VISUAL_FIELD_TEST	21	16		
HP_ABNORMAL_VISUAL_FIXATION	32	26		
HP_ABNORMAL_VITREOUS_HUMOR_MORPHOLOGY	51	46		
HP_ABNORMAL_VOCAL_CORD_MORPHOLOGY	9		Rejected!	
HP_ABNORMAL_WAIST_TO_HIP_RATIO	35	22		
HP_ABNORMAL_WRIST_PHYSIOLOGY	17	15		
HP_ABNORMAL_ZYGOMATIC_BONE_MORPHOLOGY	251	222		
HP_ABNORMAL_Z_DISK_MORPHOLOGY	10		Rejected!	
HP_ABSCESS	79	59		
HP_ABSENCE_OF_LYMPH_NODE_GERMINAL_CENTER	6		Rejected!	
HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT	31	25		
HP_ABSENCE_OF_RENAL_CORTICOMEDULLARY_DIFFERENTIATION	7		Rejected!	
HP_ABSENCE_OF_SECONDARY_SEX_CHARACTERISTICS	44	33		
HP_ABSENCE_OF_STOMACH_BUBBLE_ON_FETAL_SONOGRAPHY	7		Rejected!	
HP_ABSENCE_OF_SUBCUTANEOUS_FAT	18	16		
HP_ABSENCE_OF_THE_SACRUM	11		Rejected!	
HP_ABSENT_AXILLARY_HAIR	13		Rejected!	
HP_ABSENT_BRAINSTEM_AUDITORY_RESPONSES	12		Rejected!	
HP_ABSENT_CELLULAR_IMMUNITY	7		Rejected!	
HP_ABSENT_CIRCULATING_B_CELLS	7		Rejected!	
HP_ABSENT_DISTAL_INTERPHALANGEAL_CREASES	7		Rejected!	
HP_ABSENT_DISTAL_PHALANGES	7		Rejected!	
HP_ABSENT_EARLOBE	19	16		
HP_ABSENT_EPIPHYSES	22	21		
HP_ABSENT_EYEBROW	35	29		
HP_ABSENT_FACIAL_HAIR	38	32		
HP_ABSENT_FINGERNAIL	40	33		
HP_ABSENT_FOVEAL_REFLEX	20		Rejected!	
HP_ABSENT_FRONTAL_SINUSES	8		Rejected!	
HP_ABSENT_HAIR	61	52		
HP_ABSENT_HAND	19	17		
HP_ABSENT_HYPOPLASTIC_PARANASAL_SINUSES	6		Rejected!	
HP_ABSENT_INNER_AND_OUTER_DYNEIN_ARMS	5		Rejected!	
HP_ABSENT_INNER_DYNEIN_ARMS	9		Rejected!	
HP_ABSENT_LACRIMAL_PUNCTUM	6		Rejected!	
HP_ABSENT_NIPPLE	11		Rejected!	
HP_ABSENT_OR_MINIMALLY_OSSIFIED_VERTEBRAL_BODIES	14		Rejected!	
HP_ABSENT_OUTER_DYNEIN_ARMS	14		Rejected!	
HP_ABSENT_PALMAR_CREASE	14		Rejected!	
HP_ABSENT_PATELLAR_REFLEXES	13		Rejected!	
HP_ABSENT_PHALANGEAL_CREASE	16	16		
HP_ABSENT_PUBERTAL_GROWTH_SPURT	5		Rejected!	
HP_ABSENT_PUBIC_HAIR	9		Rejected!	
HP_ABSENT_SEPTUM_PELLUCIDUM	69	64		
HP_ABSENT_SKIN_PIGMENTATION	5		Rejected!	
HP_ABSENT_SPEECH	443	409		
HP_ABSENT_SPERM_FLAGELLA	31	31		
HP_ABSENT_STERNAL_OSSIFICATION	5		Rejected!	
HP_ABSENT_TESTIS	25	21		
HP_ABSENT_THUMB	58	56		
HP_ABSENT_THUMBNAIL	20	17		
HP_ABSENT_TIBIA	7		Rejected!	
HP_ABSENT_TOE	70	64		
HP_ABSENT_TOENAIL	19	15		
HP_ABULIA	10		Rejected!	
HP_ACANTHOCYTOSIS	12		Rejected!	
HP_ACANTHOLYSIS	10		Rejected!	
HP_ACANTHOSIS_NIGRICANS	63	52		
HP_ACCELERATED_ATHEROSCLEROSIS	8		Rejected!	
HP_ACCELERATED_SKELETAL_MATURATION	68	49		
HP_ACCESSORY_ORAL_FRENULUM	19	17		
HP_ACCESSORY_SPLEEN	36	33		
HP_ACEPHALIC_SPERMATOZOA	7		Rejected!	
HP_ACETABULAR_DYSPLASIA	24	18		
HP_ACETABULAR_SPURS	8		Rejected!	
HP_ACHILLES_TENDON_CONTRACTURE	54	49		
HP_ACHOLIC_STOOLS	9		Rejected!	
HP_ACHROMATOPSIA	5		Rejected!	
HP_ACIDEMIA	25	23		
HP_ACNE	68	57		
HP_ACNE_INVERSA	13		Rejected!	
HP_ACQUIRED_ABNORMAL_HAIR_PATTERN	46	35		
HP_ACRAL_BLISTERING	9		Rejected!	
HP_ACRAL_OVERGROWTH	7		Rejected!	
HP_ACRAL_ULCERATION	9		Rejected!	
HP_ACROMELIA	5		Rejected!	
HP_ACROMESOMELIA	5		Rejected!	
HP_ACROMICRIA	13		Rejected!	
HP_ACROPARESTHESIA	10		Rejected!	
HP_ACTION_TREMOR	211	188		
HP_ACUTE_ENCEPHALOPATHY	17	16		
HP_ACUTE_HEPATIC_FAILURE	35	31		
HP_ACUTE_INFECTIOUS_PNEUMONIA	6		Rejected!	
HP_ACUTE_KIDNEY_INJURY	44	37		
HP_ACUTE_LEUKEMIA	119	103		
HP_ACUTE_LYMPHOBLASTIC_LEUKEMIA	38	31		
HP_ACUTE_MYELOID_LEUKEMIA	76	66		
HP_ACUTE_OTITIS_MEDIA	5		Rejected!	
HP_ACUTE_PANCREATITIS	10		Rejected!	
HP_ACUTE_PHASE_RESPONSE	208	152		
HP_ACUTE_RHABDOMYOLYSIS	5		Rejected!	
HP_ADDUCTED_THUMB	102	88		
HP_ADENOCARCINOMA_OF_THE_COLON	35	31		
HP_ADENOCARCINOMA_OF_THE_INTESTINES	43	36		
HP_ADENOCARCINOMA_OF_THE_SMALL_INTESTINE	9		Rejected!	
HP_ADENOMATOUS_COLONIC_POLYPOSIS	17		Rejected!	
HP_ADENOMA_SEBACEUM	25		Rejected!	
HP_ADIPOSE_TISSUE_LOSS	34	29		
HP_ADRENAL_CALCIFICATION	8		Rejected!	
HP_ADRENAL_HYPERPLASIA	25	17		
HP_ADRENAL_HYPOPLASIA	36	32		
HP_ADRENAL_INSUFFICIENCY	81	64		
HP_ADRENOCORTICAL_ABNORMALITY	12		Rejected!	
HP_ADRENOCORTICAL_ADENOMA	9		Rejected!	
HP_ADRENOCORTICAL_CARCINOMA	18		Rejected!	
HP_ADRENOCORTICAL_CYTOMEGALY	5		Rejected!	
HP_ADRENOCORTICOTROPIC_HORMONE_DEFICIENCY	15		Rejected!	
HP_ADRENOCORTICOTROPIC_HORMONE_EXCESS	5		Rejected!	
HP_ADRENOCORTICOTROPIN_DEFICIENT_ADRENAL_INSUFFICIENCY	6		Rejected!	
HP_ADULT_ONSET	915		Rejected!	
HP_ADULT_ONSET_SENSORINEURAL_HEARING_IMPAIRMENT	5		Rejected!	
HP_ADVANCED_ERUPTION_OF_TEETH	46	38		
HP_ADVANCED_OSSIFICATION_OF_CARPAL_BONES	10		Rejected!	
HP_AGAMMAGLOBULINEMIA	20		Rejected!	
HP_AGENESIS_OF_CENTRAL_INCISOR	14		Rejected!	
HP_AGENESIS_OF_CEREBELLAR_VERMIS	18	16		
HP_AGENESIS_OF_CORPUS_CALLOSUM	368	333		
HP_AGENESIS_OF_INCISOR	36	36		
HP_AGENESIS_OF_LATERAL_INCISOR	28	28		
HP_AGENESIS_OF_MAXILLARY_INCISOR	19	19		
HP_AGENESIS_OF_PERMANENT_TEETH	23	22		
HP_AGENESIS_OF_PREMOLAR	13		Rejected!	
HP_AGE_OF_DEATH	454	398		
HP_AGGRESSIVE_BEHAVIOR	301	262		
HP_AGITATION	79	64		
HP_AGYRIA	18	16		
HP_AIRWAY_HYPERRESPONSIVENESS	8		Rejected!	
HP_AIRWAY_OBSTRUCTION	134	108		
HP_AKATHISIA	31	27		
HP_AKINESIA	41	35		
HP_ALACRIMA	18	18		
HP_ALBINISM	20	17		
HP_ALBUMINURIA	23	20		
HP_ALEXIA	7		Rejected!	
HP_ALKALOSIS	30	24		
HP_ALLERGIC_RHINITIS	13		Rejected!	
HP_ALLERGY	42	33		
HP_ALLODYNIA	5		Rejected!	
HP_ALOBAR_HOLOPROSENCEPHALY	9		Rejected!	
HP_ALOPECIA	262	208		
HP_ALOPECIA_OF_SCALP	45	40		
HP_ALOPECIA_TOTALIS	14		Rejected!	
HP_ALOPECIA_UNIVERSALIS	11		Rejected!	
HP_ALTERNATING_ESOTROPIA	10		Rejected!	
HP_ALVEOLAR_CELL_CARCINOMA	18		Rejected!	
HP_ALVEOLAR_RHABDOMYOSARCOMA	5		Rejected!	
HP_ALVEOLAR_RIDGE_OVERGROWTH	15		Rejected!	
HP_ALZHEIMER_DISEASE	9		Rejected!	
HP_AMAUROSIS_FUGAX	41	28		
HP_AMBIGUOUS_GENITALIA	124	107		
HP_AMBIGUOUS_GENITALIA_FEMALE	9		Rejected!	
HP_AMBIGUOUS_GENITALIA_MALE	12		Rejected!	
HP_AMBLYOPIA	119	102		
HP_AMEGAKARYOCYTIC_THROMBOCYTOPENIA	6		Rejected!	
HP_AMELIA	5		Rejected!	
HP_AMELOGENESIS_IMPERFECTA	34	25		
HP_AMENORRHEA	204	162		
HP_AMNIOTIC_CONSTRICTION_RING	11		Rejected!	
HP_AMYLOIDOSIS	50	39		
HP_AMYOTROPHIC_LATERAL_SCLEROSIS	49	42		
HP_AMYOTROPHY_INVOLVING_THE_SHOULDER_MUSCULATURE	5		Rejected!	
HP_ANAL_ATRESIA	145	125		
HP_ANAL_FISSURE	5		Rejected!	
HP_ANAL_FISTULA	9		Rejected!	
HP_ANAL_STENOSIS	34	31		
HP_ANAPHYLACTIC_SHOCK	8		Rejected!	
HP_ANARTHRIA	16		Rejected!	
HP_ANASARCA	10		Rejected!	
HP_ANDROGEN_INSUFFICIENCY	5		Rejected!	
HP_ANEMIA_DUE_TO_REDUCED_LIFE_SPAN_OF_RED_CELLS	171	120		
HP_ANEMIA_OF_INADEQUATE_PRODUCTION	202	172		
HP_ANEMIC_PALLOR	15		Rejected!	
HP_ANENCEPHALY	39	38		
HP_ANGINA_PECTORIS	36	24		
HP_ANGIOEDEMA	13		Rejected!	
HP_ANGIOFIBROMAS	30	17		
HP_ANGIOID_STREAKS_OF_THE_FUNDUS	10		Rejected!	
HP_ANGIOKERATOMA	6		Rejected!	
HP_ANGIOSARCOMA	5		Rejected!	
HP_ANGLE_CLOSURE_GLAUCOMA	7		Rejected!	
HP_ANGULAR_CHEILITIS	13		Rejected!	
HP_ANGULATED_MUSCLE_FIBERS	8		Rejected!	
HP_ANHIDROSIS	38	36		
HP_ANHYDRAMNIOS	6		Rejected!	
HP_ANIRIDIA	45	33		
HP_ANISOCORIA	15		Rejected!	
HP_ANISOCYTOSIS	23	17		
HP_ANISOMETROPIA	11		Rejected!	
HP_ANISOPOIKILOCYTOSIS	10		Rejected!	
HP_ANKLE_CLONUS	61	56		
HP_ANKLE_CONTRACTURE	61	53		
HP_ANKLE_PAIN	6		Rejected!	
HP_ANKLE_SWELLING	12		Rejected!	
HP_ANKLE_WEAKNESS	18	16		
HP_ANKYLOBLEPHARON	16		Rejected!	
HP_ANKYLOGLOSSIA	30	26		
HP_ANKYLOSIS	19	19		
HP_ANNULAR_PANCREAS	26	23		
HP_ANODONTIA	19	18		
HP_ANOMALOUS_TRICHROMACY	11		Rejected!	
HP_ANOMIC_APHASIA	9		Rejected!	
HP_ANONYCHIA	66	58		
HP_ANOPHTHALMIA	70	66		
HP_ANORECTAL_ANOMALY	173	137		
HP_ANOREXIA	123	82		
HP_ANOSMIA	50	45		
HP_ANOTIA	14		Rejected!	
HP_ANTALGIC_GAIT	6		Rejected!	
HP_ANTECUBITAL_PTERYGIUM	7		Rejected!	
HP_ANTENATAL_ONSET	258	215		
HP_ANTERIORLY_PLACED_ANUS	69	61		
HP_ANTERIOR_BEAKING_OF_LUMBAR_VERTEBRAE	5		Rejected!	
HP_ANTERIOR_CHAMBER_SYNECHIAE	32	25		
HP_ANTERIOR_CREASES_OF_EARLOBE	6		Rejected!	
HP_ANTERIOR_ENCEPHALOCELE	18	16		
HP_ANTERIOR_OPEN_BITE_MALOCCLUSION	14		Rejected!	
HP_ANTERIOR_PITUITARY_AGENESIS	10		Rejected!	
HP_ANTERIOR_PITUITARY_HYPOPLASIA	37	31		
HP_ANTERIOR_PLAGIOCEPHALY	5		Rejected!	
HP_ANTERIOR_POLAR_CATARACT	9		Rejected!	
HP_ANTERIOR_RIB_CUPPING	20	17		
HP_ANTERIOR_SUBCAPSULAR_CATARACT	6		Rejected!	
HP_ANTERIOR_SYNECHIAE_OF_THE_ANTERIOR_CHAMBER	13		Rejected!	
HP_ANTERIOR_UVEITIS	18	15		
HP_ANTEVERTED_EARS	16		Rejected!	
HP_ANTIMITOCHONDRIAL_ANTIBODY_POSITIVITY	11		Rejected!	
HP_ANTINEUTROPHIL_ANTIBODY_POSITIVITY	57	39		
HP_ANTINUCLEAR_ANTIBODY_POSITIVITY	75	56		
HP_ANTIPHOSPHOLIPID_ANTIBODY_POSITIVITY	18	15		
HP_ANTI_ACETYLCHOLINE_RECEPTOR_ANTIBODY_POSITIVITY	22	18		
HP_ANTI_GLUTAMIC_ACID_DECARBOXYLASE_ANTIBODY_POSITIVITY	7		Rejected!	
HP_ANTI_MYELOPEROXIDASE_ANTIBODY_POSITIVITY	6		Rejected!	
HP_ANTI_NEUTROPHIL_ELASTASE_ANTIBODY_POSITIVITY	5		Rejected!	
HP_ANTI_SMOOTH_MUSCLE_ANTIBODY_POSITIVITY	8		Rejected!	
HP_ANTI_THYROGLOBULIN_ANTIBODY_POSITIVITY	9		Rejected!	
HP_ANTI_THYROID_ANTIBODY_POSITIVITY	15	15		
HP_ANURIA	13		Rejected!	
HP_AORTIC_ANEURYSM	170	140		
HP_AORTIC_ARCH_ANEURYSM	42	37		
HP_AORTIC_ATHEROSCLEROTIC_LESION	9		Rejected!	
HP_AORTIC_DISSECTION	40	31		
HP_AORTIC_REGURGITATION	103	84		
HP_AORTIC_ROOT_ANEURYSM	71	59		
HP_AORTIC_TORTUOSITY	8		Rejected!	
HP_AORTIC_VALVE_CALCIFICATION	10		Rejected!	
HP_AORTIC_VALVE_STENOSIS	69	59		
HP_AORTOPULMONARY_COLLATERAL_ARTERIES	15		Rejected!	
HP_APATHY	92	75		
HP_APHASIA	103	86		
HP_APHTHOUS_ULCER	9		Rejected!	
HP_APLASIA_CUTIS_CONGENITA	43	38		
HP_APLASIA_CUTIS_CONGENITA_OF_SCALP	21	19		
HP_APLASIA_CUTIS_CONGENITA_ON_TRUNK_OR_LIMBS	6		Rejected!	
HP_APLASIA_CUTIS_CONGENITA_OVER_THE_SCALP_VERTEX	7		Rejected!	
HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON	962		Rejected!	
HP_APLASIA_HYPOPLASIA_AFFECTING_THE_ANTERIOR_SEGMENT_OF_THE_EYE	140	118		
HP_APLASIA_HYPOPLASIA_AFFECTING_THE_EYE	494	430		
HP_APLASIA_HYPOPLASIA_AFFECTING_THE_FUNDUS	174	149		
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_FEET	298	256		
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_LOWER_LIMBS	396	349		
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_THORAX	193	176		
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS	575		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_FOREARM_BONES	100	89		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_CARPAL_BONES	17	17		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_FEMORAL_HEAD_AND_NECK	48	45		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_METACARPAL_BONES	145	129		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	6		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	121	106		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_PELVIS	76	72		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SHOULDER_MUSCULATURE	5		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SINUSES	16	16		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETAL_MUSCULATURE	51	41		
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETON	1236		Rejected!	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_VERTEBRAL_COLUMN	74	68		
HP_APLASIA_HYPOPLASIA_OF_FACIAL_BONES	57	51		
HP_APLASIA_HYPOPLASIA_OF_FINGERS	371	324		
HP_APLASIA_HYPOPLASIA_OF_METATARSAL_BONES	66	59		
HP_APLASIA_HYPOPLASIA_OF_THE_2ND_FINGER	19	18		
HP_APLASIA_HYPOPLASIA_OF_THE_2ND_METACARPAL	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_3RD_FINGER	7		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_4TH_FINGER	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_4TH_METACARPAL	19	16		
HP_APLASIA_HYPOPLASIA_OF_THE_5TH_FINGER	65	57		
HP_APLASIA_HYPOPLASIA_OF_THE_5TH_METACARPAL	16	15		
HP_APLASIA_HYPOPLASIA_OF_THE_ABDOMINAL_WALL_MUSCULATURE	36	31		
HP_APLASIA_HYPOPLASIA_OF_THE_BLADDER	16	15		
HP_APLASIA_HYPOPLASIA_OF_THE_BRAINSTEM	91	79		
HP_APLASIA_HYPOPLASIA_OF_THE_BREASTS	72	59		
HP_APLASIA_HYPOPLASIA_OF_THE_CAPITAL_FEMORAL_EPIPHYSIS	19	19		
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBELLAR_VERMIS	320	285		
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBELLUM	539	484		
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRAL_WHITE_MATTER	25	17		
HP_APLASIA_HYPOPLASIA_OF_THE_CERVICAL_SPINE	8		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_CLAVICLES	53	47		
HP_APLASIA_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	777		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_DIAPHRAGM	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_DISTAL_PHALANGES_OF_THE_TOES	17	17		
HP_APLASIA_HYPOPLASIA_OF_THE_DISTAL_PHALANX_OF_THE_HALLUX	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_EAR	216	198		
HP_APLASIA_HYPOPLASIA_OF_THE_EARLOBES	53	43		
HP_APLASIA_HYPOPLASIA_OF_THE_EPIGLOTTIS	13		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_EXTREMITIES	727		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_EYEBROW	219	182		
HP_APLASIA_HYPOPLASIA_OF_THE_EYELID	44	39		
HP_APLASIA_HYPOPLASIA_OF_THE_FALLOPIAN_TUBE	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_FEMUR	75	69		
HP_APLASIA_HYPOPLASIA_OF_THE_FIBULA	31	28		
HP_APLASIA_HYPOPLASIA_OF_THE_GALLBLADDER	7		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_HALLUX	39	36		
HP_APLASIA_HYPOPLASIA_OF_THE_HUMERUS	35	33		
HP_APLASIA_HYPOPLASIA_OF_THE_INNER_EAR	11		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_LENS	20	18		
HP_APLASIA_HYPOPLASIA_OF_THE_LUNGS	162	144		
HP_APLASIA_HYPOPLASIA_OF_THE_MIDDLE_PHALANGES_OF_THE_HAND	61	53		
HP_APLASIA_HYPOPLASIA_OF_THE_MIDDLE_PHALANGES_OF_THE_TOES	7		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_NAILS	261	232		
HP_APLASIA_HYPOPLASIA_OF_THE_NASAL_BONE	7		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_NASAL_SEPTUM	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_NIPPLES	58	52		
HP_APLASIA_HYPOPLASIA_OF_THE_OPTIC_NERVE	128	109		
HP_APLASIA_HYPOPLASIA_OF_THE_OVARY	96	80		
HP_APLASIA_HYPOPLASIA_OF_THE_PALMAR_CREASES	18	16		
HP_APLASIA_HYPOPLASIA_OF_THE_PATELLA	33	29		
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_5TH_FINGER	31	27		
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_HALLUX	8		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_HAND	233	209		
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_THUMB	46	44		
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_TOES	31	26		
HP_APLASIA_HYPOPLASIA_OF_THE_PREMAXILLA	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_PROXIMAL_PHALANGES_OF_THE_HAND	15	15		
HP_APLASIA_HYPOPLASIA_OF_THE_PUBIC_BONE	21	20		
HP_APLASIA_HYPOPLASIA_OF_THE_RADIUS	83	73		
HP_APLASIA_HYPOPLASIA_OF_THE_RETINA	55	47		
HP_APLASIA_HYPOPLASIA_OF_THE_RIBS	138	126		
HP_APLASIA_HYPOPLASIA_OF_THE_SACRUM	19	17		
HP_APLASIA_HYPOPLASIA_OF_THE_SCAPULAE	31	30		
HP_APLASIA_HYPOPLASIA_OF_THE_SKIN	208	183		
HP_APLASIA_HYPOPLASIA_OF_THE_SPLEEN	95	83		
HP_APLASIA_HYPOPLASIA_OF_THE_STERNUM	20	19		
HP_APLASIA_HYPOPLASIA_OF_THE_SWEAT_GLANDS	8		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB	149	133		
HP_APLASIA_HYPOPLASIA_OF_THE_THYMUS	45	38		
HP_APLASIA_HYPOPLASIA_OF_THE_THYROID_GLAND	25	21		
HP_APLASIA_HYPOPLASIA_OF_THE_TIBIA	32	28		
HP_APLASIA_HYPOPLASIA_OF_THE_TONGUE	39	36		
HP_APLASIA_HYPOPLASIA_OF_THE_TRAGUS	8		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_ULNA	60	51		
HP_APLASIA_HYPOPLASIA_OF_THE_UTERUS	81	69		
HP_APLASIA_HYPOPLASIA_OF_THE_UVULA	30	25		
HP_APLASIA_HYPOPLASIA_OF_THE_VAGINA	47	41		
HP_APLASIA_HYPOPLASIA_OF_TOE	138	114		
HP_APLASIA_INVOLVING_BONES_OF_THE_EXTREMITIES	25	23		
HP_APLASIA_INVOLVING_BONES_OF_THE_LOWER_LIMBS	15		Rejected!	
HP_APLASIA_INVOLVING_FOREARM_BONES	28	28		
HP_APLASIA_OF_METACARPAL_BONES	12		Rejected!	
HP_APLASIA_OF_THE_2ND_FINGER	5		Rejected!	
HP_APLASIA_OF_THE_BLADDER	5		Rejected!	
HP_APLASIA_OF_THE_DISTAL_PHALANGES_OF_THE_TOES	5		Rejected!	
HP_APLASIA_OF_THE_LEFT_HEMIDIAPHRAGM	5		Rejected!	
HP_APLASIA_OF_THE_MIDDLE_PHALANX_OF_THE_HAND	8		Rejected!	
HP_APLASIA_OF_THE_MUSCULATURE	12		Rejected!	
HP_APLASIA_OF_THE_NASAL_BONE	5		Rejected!	
HP_APLASIA_OF_THE_OLFACTORY_BULB	14		Rejected!	
HP_APLASIA_OF_THE_OVARY	6		Rejected!	
HP_APLASIA_OF_THE_PECTORALIS_MAJOR_MUSCLE	7		Rejected!	
HP_APLASIA_OF_THE_PHALANGES_OF_THE_HAND	16		Rejected!	
HP_APLASIA_OF_THE_PHALANGES_OF_THE_TOES	8		Rejected!	
HP_APLASIA_OF_THE_PROXIMAL_PHALANGES_OF_THE_HAND	9		Rejected!	
HP_APLASIA_OF_THE_SEMICIRCULAR_CANAL	18	17		
HP_APLASIA_OF_THE_THYMUS	6		Rejected!	
HP_APLASIA_OF_THE_ULNA	5		Rejected!	
HP_APLASIA_OF_THE_UTERUS	23	21		
HP_APLASTIC_ANEMIA	28	24		
HP_APLASTIC_CLAVICLE	19	17		
HP_APLASTIC_HYPOPLASTIC_LACRIMAL_GLANDS	8		Rejected!	
HP_APLASTIC_HYPOPLASTIC_TOENAIL	116	101		
HP_APNEA	240	211		
HP_APNEIC_EPISODES_IN_INFANCY	10		Rejected!	
HP_APNEIC_EPISODES_PRECIPITATED_BY_ILLNESS_FATIGUE_STRESS	12		Rejected!	
HP_APPENDICULAR_HYPOTONIA	25	23		
HP_APPENDICULAR_SPASTICITY	438	385		
HP_APRAXIA	218	196		
HP_AQUEDUCTAL_STENOSIS	28	28		
HP_ARACHNODACTYLY	134	116		
HP_ARACHNOID_HEMANGIOMATOSIS	16		Rejected!	
HP_AREFLEXIA	317	287		
HP_AREFLEXIA_OF_LOWER_LIMBS	96	87		
HP_AREFLEXIA_OF_UPPER_LIMBS	8		Rejected!	
HP_ARM_DYSTONIA	14		Rejected!	
HP_ARRHINENCEPHALY	35	28		
