NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_THIN_VERMILION_BORDER	HP_THIN_VERMILION_BORDER		364	-0.21771854	-1.243663	0.014925373	0.4640261	1.0	4196	tags=33%, list=28%, signal=45%	
GOCC_SEX_CHROMOSOME	GOCC_SEX_CHROMOSOME		29	-0.34389615	-1.2436339	0.16421568	0.46370688	1.0	3442	tags=34%, list=23%, signal=45%	
HP_ABSENT_HAND	HP_ABSENT_HAND		17	-0.39735293	-1.2433586	0.20675105	0.46399596	1.0	1111	tags=24%, list=7%, signal=25%	
HP_INCREASED_CIRCULATING_PROLACTIN_CONCENTRATION	HP_INCREASED_CIRCULATING_PROLACTIN_CONCENTRATION		20	-0.37436303	-1.2432933	0.1775	0.46375623	1.0	1692	tags=25%, list=11%, signal=28%	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION		91	-0.26541218	-1.2432615	0.09703504	0.4634371	1.0	2478	tags=26%, list=16%, signal=31%	
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION		286	-0.2236072	-1.2430892	0.033962265	0.46349564	1.0	3769	tags=27%, list=25%, signal=35%	
HP_ASTROCYTOSIS	HP_ASTROCYTOSIS		17	-0.39241463	-1.24269	0.19909503	0.46408102	1.0	4560	tags=53%, list=30%, signal=76%	
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS		46	-0.30422875	-1.242418	0.14728682	0.4643713	1.0	2360	tags=30%, list=16%, signal=36%	
GOBP_PIGMENT_CELL_DIFFERENTIATION	GOBP_PIGMENT_CELL_DIFFERENTIATION		32	-0.33838025	-1.2423894	0.14754099	0.4640387	1.0	4599	tags=56%, list=30%, signal=81%	
GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION	GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION		38	-0.3230859	-1.2420487	0.14903846	0.4644598	1.0	3112	tags=39%, list=21%, signal=50%	
