NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS		20	0.48351613	1.4843577	0.048109967	0.18149976	1.0	5095	tags=75%, list=34%, signal=113%	
REACTOME_CHOLESTEROL_BIOSYNTHESIS	REACTOME_CHOLESTEROL_BIOSYNTHESIS		24	0.4520189	1.483967	0.04859813	0.18161035	1.0	3953	tags=42%, list=26%, signal=56%	
THALER_BONE60	THALER_BONE60		55	0.37492672	1.4826524	0.025167786	0.1829628	1.0	3690	tags=35%, list=24%, signal=46%	
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP		21	0.4700718	1.4820477	0.06304728	0.18346828	1.0	2453	tags=33%, list=16%, signal=40%	
FERRANDO_HOX11_NEIGHBORS	FERRANDO_HOX11_NEIGHBORS		15	0.513011	1.4819274	0.057291668	0.1831968	1.0	4860	tags=60%, list=32%, signal=88%	
ZHANG_FH_DEFICIENT_RCC_TUMOR_VS_NORMAL_UP	ZHANG_FH_DEFICIENT_RCC_TUMOR_VS_NORMAL_UP		46	0.38487047	1.4817904	0.032986112	0.18298483	1.0	2016	tags=28%, list=13%, signal=33%	
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	PODAR_RESPONSE_TO_ADAPHOSTIN_DN		17	0.49248162	1.4813167	0.0625	0.18321654	1.0	1727	tags=35%, list=11%, signal=40%	
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3		53	0.37059882	1.4809543	0.025337838	0.18331565	1.0	4181	tags=43%, list=28%, signal=60%	
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3		109	0.3305921	1.480236	0.008064516	0.18388325	1.0	3543	tags=39%, list=23%, signal=50%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		40	0.40241227	1.4794316	0.039344262	0.18454337	1.0	3866	tags=40%, list=26%, signal=54%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN		397	0.27846196	1.4792374	0.0	0.18440557	1.0	3644	tags=29%, list=24%, signal=37%	
WIERENGA_STAT5A_TARGETS_DN	WIERENGA_STAT5A_TARGETS_DN		161	0.31132105	1.4790101	0.0028776978	0.18429302	1.0	4358	tags=42%, list=29%, signal=59%	
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN	KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN		56	0.37662527	1.4773101	0.02003339	0.18618205	1.0	2139	tags=23%, list=14%, signal=27%	
